budget,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,clean_title,is_adaptation,Name,Authors,book_rating,primary_genre
60000000,,11015,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1299, ""name"": ""monster""}, {""id"": 2598, ""name"": ""museum""}, {""id"": 7694, ""name"": ""pile of dead bodies""}, {""id"": 9649, ""name"": ""god""}, {""id"": 10877, ""name"": ""dead body""}, {""id"": 161276, ""name"": ""anthropologist""}, {""id"": 181246, ""name"": ""indian tribe""}, {""id"": 225947, ""name"": ""amazon jungle""}]",en,The Relic,"A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself.",12.621769,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Toho-Towa"", ""id"": 657}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""Pacific Western"", ""id"": 1280}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Marubeni"", ""id"": 4650}, {""name"": ""Tele M\u00fcnchen Fernseh Produktionsgesellschaft (TMG)"", ""id"": 7237}, {""name"": ""British Broadcasting Corporation (BBC)"", ""id"": 15278}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-01-10,33956608,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Next Evolution In Terror.,The Relic,5.8,130,the relic,True,The Relic,Evelyn Anthony,3.39,Horror
60000000,http://www.winterstalemovie.com/,137321,"[{""id"": 818, ""name"": ""based on novel""}]",en,Winter's Tale,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",22.736038,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-02-13,30800231,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This is not a true story. This is true love.,Winter's Tale,6.0,487,winter's tale,True,Winter's Tale,William Shakespeare,3.71,Drama
30000000,,9009,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 4237, ""name"": ""water""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 33632, ""name"": ""apartment""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 168346, ""name"": ""manhattan, new york city""}]",en,Dark Water,"Dahlia Williams and her daughter Cecelia move into a rundown apartment on New York's Roosevelt Island. She is currently in midst of divorce proceedings and the apartment, though near an excellent school for her daughter, is all she can afford. From the time she arrives, there are mysterious occurrences and there is a constant drip from the ceiling in her daughter's bedroom.",14.376463,"[{""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Post No Bills Films"", ""id"": 49696}, {""name"": ""Pandemonium Productions"", ""id"": 49697}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-06-27,25473093,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"This Season, The Mystery Of The Darkness Will Consume Your Life",Dark Water,5.3,274,dark water,True,Dark Water,Sharon Sala,3.96,Drama
58000000,,9007,"[{""id"": 732, ""name"": ""coma""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1022, ""name"": ""workaholic""}, {""id"": 1486, ""name"": ""flirt""}, {""id"": 2301, ""name"": ""architect""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 186710, ""name"": ""landscape architect""}]",en,Just Like Heaven,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Martinson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive.",13.43573,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""UIP"", ""id"": 135}, {""name"": ""MacDonald/Parkes Productions"", ""id"": 384}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-16,102854431,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,It's a wonderful afterlife.,Just Like Heaven,6.5,579,just like heaven,True,Just Like Heaven,Patrick McDonnell,4.36,Comedy
55000000,,13,"[{""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 458, ""name"": ""hippie""}, {""id"": 791, ""name"": ""mentally disabled""}, {""id"": 795, ""name"": ""running""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2956, ""name"": ""vietnam""}, {""id"": 2957, ""name"": ""vietnam war""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 10624, ""name"": ""bully""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 162365, ""name"": ""military""}, {""id"": 162934, ""name"": ""hugging""}, {""id"": 166980, ""name"": ""shrimping""}, {""id"": 180204, ""name"": ""wounded soldier""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 208143, ""name"": ""park bench""}, {""id"": 215492, ""name"": ""amputee""}]",en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",138.133331,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-07-06,677945399,142.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The world will never be the same, once you've seen it through the eyes of Forrest Gump.",Forrest Gump,8.2,7927,forrest gump,True,Forrest Gump,Winston Groom,4.06,Comedy
55000000,http://www.paddington.com/,116149,"[{""id"": 392, ""name"": ""england""}, {""id"": 477, ""name"": ""train station""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 167625, ""name"": ""talking to animals""}, {""id"": 170173, ""name"": ""children's book""}]",en,Paddington,"A young Peruvian bear with a passion for all things British travels to London in search of a home. Finding himself lost and alone at Paddington Station, he begins to realize that city life is not all he had imagined - until he meets the kindly Brown family, who read the label around his neck ('Please look after this bear. Thank you.') and offer him a temporary haven. It looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist...",39.882276,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Heyday Films"", ""id"": 7364}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}, {""name"": ""TF1"", ""id"": 22123}, {""name"": ""Amazon Prime Instant Video"", ""id"": 58773}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-11-27,259207227,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Adventure Begins,Paddington,7.0,883,paddington,True,Paddington,Michael Bond,4.22,Family
55000000,http://www.sonypictures.com/homevideo/allthekingsmen/,1717,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2887, ""name"": ""manipulation""}, {""id"": 3088, ""name"": ""bodyguard""}, {""id"": 3134, ""name"": ""louisiana""}, {""id"": 3692, ""name"": ""scandal""}, {""id"": 3720, ""name"": ""power""}, {""id"": 5744, ""name"": ""governor""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 10614, ""name"": ""tragedy""}, {""id"": 11869, ""name"": ""mistress""}, {""id"": 155697, ""name"": ""aristocrat""}]",en,All the King's Men,The story of an idealist's rise to power in the world of Louisiana politics and the corruption that leads to his ultimate downfall. Based on the1946 Pulitzer Prize-winning novel written by Robert Penn Warren.,7.768223,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Rising Star"", ""id"": 1208}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""VIP 4 Medienfonds"", ""id"": 23238}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-10,9450897,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some people will do anything to gain power. Some will do anything to keep it.,All the King's Men,5.7,95,all the king's men,True,All the King's Men,Robert Penn Warren,4.09,Drama
52000000,,8741,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 907, ""name"": ""japanese""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 3994, ""name"": ""battle assignment""}, {""id"": 4278, ""name"": ""invasion""}, {""id"": 4405, ""name"": ""marine corps""}, {""id"": 4595, ""name"": ""u.s. army""}, {""id"": 7156, ""name"": ""commander""}, {""id"": 8083, ""name"": ""pacific""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 11106, ""name"": ""infantry""}, {""id"": 11139, ""name"": ""steel helmet""}, {""id"": 11400, ""name"": ""sergeant""}, {""id"": 11823, ""name"": ""pacific island""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 14955, ""name"": ""fighting""}, {""id"": 160325, ""name"": ""guadalcanal""}, {""id"": 169123, ""name"": ""awol""}, {""id"": 232587, ""name"": ""philosophic conflict""}]",en,The Thin Red Line,"Based on the graphic novel by James Jones, The Thin Red Line tells the story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. A powerful frontline cast - including Sean Penn, Nick Nolte, Woody Harrelson and George Clooney - explodes into action in this hauntingly realistic view of military and moral chaos in the Pacific during World War II.",40.072583,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Geisler-Roberdeau"", ""id"": 23660}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-12-25,98126565,170.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Every man fights his own war.,The Thin Red Line,7.2,771,the thin red line,True,The Thin Red Line,James  Jones,3.99,Drama
44000000,,72710,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1583, ""name"": ""mass murder""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 14900, ""name"": ""genocide""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 212760, ""name"": ""interspecies romance""}, {""id"": 220392, ""name"": ""alien parasites""}]",en,The Host,"A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.",42.933027,"[{""name"": ""Nick Wechsler Productions"", ""id"": 8073}, {""name"": ""Open Road Films"", ""id"": 10427}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""Chockstone Pictures"", ""id"": 13649}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-03-22,63327201,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You will be one of us,The Host,6.0,1817,the host,True,The Host,Stephenie Meyer,3.84,Action
50000000,,10533,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2871, ""name"": ""burning of witches""}, {""id"": 10223, ""name"": ""puritan""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 15060, ""name"": ""period drama""}, {""id"": 34094, ""name"": ""extramarital affair""}]",en,The Scarlet Letter,"Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""A"" until an Indian attack unites the Puritans and leads to a reevaluation of their laws and morals.",7.44268,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-10-13,10382407,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",The Scarlet Letter,5.5,108,the scarlet letter,True,The Scarlet Letter,Nathaniel Hawthorne,3.41,Drama
0,,96724,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 3563, ""name"": ""st. petersburg russia""}, {""id"": 165282, ""name"": ""high society""}, {""id"": 186004, ""name"": ""imperial russia""}, {""id"": 186009, ""name"": ""tragic death""}, {""id"": 207928, ""name"": ""19th century""}]",en,Anna Karenina,"Trapped in a loveless marriage, aristocrat Anna Karenina enters into a life-changing affair with the affluent Count Vronsky.",26.38704,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2012-09-06,68929150,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,An epic story of love.,Anna Karenina,6.5,639,anna karenina,True,Anna Karenina,Leo Tolstoy,4.05,Drama
0,,7504,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 7947, ""name"": ""war of independence""}, {""id"": 15060, ""name"": ""period drama""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 192050, ""name"": ""partition""}, {""id"": 207883, ""name"": ""1940s""}, {""id"": 234297, ""name"": ""lahore""}]",hi,1947: Earth,It's 1947 and the borderlines between India and Pakistan are being drawn. A young girl bears witnesses to tragedy as her ayah is caught between the love of two men and the rising tide of political and religious violence.,1.246883,"[{""name"": ""Cracking the Earth Films"", ""id"": 2257}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}]",1998-09-16,528972,101.0,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,,Earth,6.6,9,earth,True,Earth,David Brin,3.92,Drama
50000000,,7453,"[{""id"": 211, ""name"": ""bureaucracy""}, {""id"": 392, ""name"": ""england""}, {""id"": 630, ""name"": ""dolphin""}, {""id"": 803, ""name"": ""android""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4270, ""name"": ""galaxy""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 11546, ""name"": ""hitchhiker""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 177144, ""name"": ""everyman""}, {""id"": 177145, ""name"": ""hyperspace""}, {""id"": 177146, ""name"": ""meaning of life""}, {""id"": 178640, ""name"": ""based on radio show""}, {""id"": 192962, ""name"": ""alien attack""}, {""id"": 221652, ""name"": ""bathrobe""}, {""id"": 221653, ""name"": ""destruction of earth""}, {""id"": 221654, ""name"": ""intergalactic travel""}, {""id"": 221655, ""name"": ""islington england""}, {""id"": 221656, ""name"": ""talking robot""}]",en,The Hitchhiker's Guide to the Galaxy,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",51.742065,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Everyman Pictures"", ""id"": 2242}, {""name"": ""Hammer & Tongs"", ""id"": 2243}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-01-15,104478416,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Don't leave Earth without it.,The Hitchhiker's Guide to the Galaxy,6.6,1315,the hitchhiker's guide to the galaxy,True,The Hitchhiker's Guide to the Galaxy,Douglas Adams,4.22,Adventure
43000000,,711,"[{""id"": 213, ""name"": ""upper class""}, {""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 388, ""name"": ""scotland""}, {""id"": 496, ""name"": ""poetry""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1310, ""name"": ""mentor""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 2132, ""name"": ""literature""}, {""id"": 3192, ""name"": ""intellectually gifted""}, {""id"": 3548, ""name"": ""plagiarism""}, {""id"": 3549, ""name"": ""literature competition""}, {""id"": 3551, ""name"": ""private school""}, {""id"": 3553, ""name"": ""manuscript""}, {""id"": 3556, ""name"": ""seclusion""}, {""id"": 3558, ""name"": ""pulitzer prize""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5614, ""name"": ""idol""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6278, ""name"": ""scholarship""}, {""id"": 170652, ""name"": ""father figure""}]",en,Finding Forrester,Gus van Sant tells the story of a young African American man named Jamal who confronts his talents while living on the streets of the Bronx. He accidentally runs into an old writer named Forrester who discovers his passion for writing. With help from his new mentor Jamal receives a scholarship to a private school.,19.043286,"[{""name"": ""Fountainbridge Films"", ""id"": 414}, {""name"": ""Laurence Mark Productions"", ""id"": 415}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Finding Forrester Productions"", ""id"": 50830}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-12-21,80049764,136.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"In an ordinary place, he found the one person to make his life extraordinary.",Finding Forrester,7.0,302,finding forrester,True,Finding Forrester,James W. Ellison,3.95,Drama
42000000,,11560,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 3581, ""name"": ""witness""}, {""id"": 5331, ""name"": ""village""}, {""id"": 6148, ""name"": ""court""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 11032, ""name"": ""defense""}, {""id"": 11038, ""name"": ""trial""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 162271, ""name"": ""husband""}, {""id"": 188114, ""name"": ""u.s. marine""}, {""id"": 199274, ""name"": ""arrested""}, {""id"": 200883, ""name"": ""classified""}]",en,High Crimes,"High powered lawyer Claire Kubik finds her world turned upside down when her husband, who she thought was Tom Kubik, is arrested and is revealed to be Ron Chapman. Chapman is on trial for a murder of Latin American villagers while he was in the Marines. Claire soon learns that to navigate the military justice system, she'll need help from the somewhat unconventional Charlie Grimes.",14.046705,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Monarch Pictures"", ""id"": 966}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Manifest Film Company"", ""id"": 20719}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-04-03,63781810,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Everything you trust. Everything you know. May be a lie...,High Crimes,6.1,184,high crimes,True,High Crimes,Joseph Finder,3.94,Drama
32000000,,2637,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 4862, ""name"": ""alien life-form""}, {""id"": 4949, ""name"": ""warning""}, {""id"": 6622, ""name"": ""tumor""}, {""id"": 8232, ""name"": ""west virginia""}, {""id"": 9955, ""name"": ""urban legend""}, {""id"": 10170, ""name"": ""premonition""}, {""id"": 10904, ""name"": ""telephone call""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 14742, ""name"": ""psychic""}, {""id"": 15198, ""name"": ""car wreck""}, {""id"": 208397, ""name"": ""death of wife""}, {""id"": 230413, ""name"": ""mothman""}, {""id"": 238137, ""name"": ""mysterious events""}, {""id"": 238138, ""name"": ""chemical plant""}]",en,The Mothman Prophecies,Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,14.733513,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-25,55157539,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What do you see?,The Mothman Prophecies,6.1,305,the mothman prophecies,True,The Mothman Prophecies,John A. Keel,3.54,Drama
40000000,http://www.oneforthemoneyfilm.com/index2.html,54054,"[{""id"": 801, ""name"": ""bounty hunter""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 15124, ""name"": ""framed""}, {""id"": 168333, ""name"": ""bail jumper""}, {""id"": 187056, ""name"": ""woman director""}]",en,One for the Money,"An unemployed lingerie buyer convinces her bail bondsman cousin to give her a shot as a bounty hunter. Her first assignment is to track down a former cop on the run for murder – the same man who broke her heart years before. With the help of some friends and the best bounty hunter in the business, she slowly learns what it takes to be a true bounty hunter.",19.438503,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-01-26,36893721,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She's looking for a few not-so-good men,One for the Money,5.3,388,one for the money,True,One For the Money,Shane Gordon,3.0,Action
41000000,,73937,"[{""id"": 720, ""name"": ""helicopter""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2676, ""name"": ""honeymoon""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 18006, ""name"": ""birding""}, {""id"": 18007, ""name"": ""birdwatching""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The Big Year,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition",9.419726,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Deuce Three Productions"", ""id"": 812}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Red Hour Films"", ""id"": 12178}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-10-13,7448385,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Everyone is searching for something.,The Big Year,5.6,248,the big year,True,The Big Year,Mark Obmascik,3.94,Comedy
40000000,http://extremelyloudandincrediblyclose.warnerbros.com/,64685,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1646, ""name"": ""autism""}, {""id"": 2849, ""name"": ""key""}, {""id"": 8783, ""name"": ""scavenger hunt""}, {""id"": 10201, ""name"": ""death of father""}, {""id"": 11336, ""name"": ""young boy""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 40934, ""name"": ""tambourine""}, {""id"": 40936, ""name"": ""lock""}, {""id"": 172291, ""name"": ""grieving""}, {""id"": 214463, ""name"": ""post 9/11""}]",en,Extremely Loud & Incredibly Close,"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.",31.066874,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-12-24,55247881,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"This is not a story about September 11th, it's a story about every day after.",Extremely Loud & Incredibly Close,6.9,708,extremely loud & incredibly close,True,Extremely Loud & Incredibly Close,Jonathan Safran Foer,3.98,Drama
39000000,,24420,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 572, ""name"": ""sex""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2913, ""name"": ""diary""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3667, ""name"": ""time""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 10703, ""name"": ""tragic love""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 176056, ""name"": ""time traveler""}, {""id"": 201484, ""name"": ""complication""}]",en,The Time Traveler's Wife,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.",37.492928,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Nick Wechsler Productions"", ""id"": 8073}, {""name"": ""Internationale Scarena Filmproduktionsgesellschaft 2"", ""id"": 23046}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-14,101229792,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Time Traveler's Wife,6.7,798,the time traveler's wife,True,The Time Traveler's Wife,Audrey Niffenegger,3.97,Drama
